Unnamed: 0,sample,sample_id,word_id_gold,word,pos_gold,analysis,lemma_gold,language,glossing,glossing_id,manuscript,word_id_pred,lemma_pred,pos_pred
,"BVi.02cd01.21: Et uiii horis lunaribus reliqua et rethid fri chachrind· binís diebus et seniís horís ocus bisse ittrí mís deacc soli octimchull. ǽrat tonimchéla luna inna óenmís ar nitesta dincotrummus sin· nisi dihuáir ocus bisse ar xxuii diebus :- :- /// hatristimchel deacc trasindami deacc    'and eight lunar hours etc. And it runs up every constellation in two days and six hours and two thirds (of an hour). It is thirteen solar months in going round as far as the Moon goes around in its one month; For from that equality, nothing is lacking except two hours and two thirds (of an hour) on twenty-seven days'",BVi.02cd01.21,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd01.21.34,nisi,CCONJ,,nisi,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd01.21_13,nisi,SCONJ
,"BVi.02cd01.21: Et uiii horis lunaribus reliqua et rethid fri chachrind· binís diebus et seniís horís ocus bisse ittrí mís deacc soli octimchull. ǽrat tonimchéla luna inna óenmís ar nitesta dincotrummus sin· nisi dihuáir ocus bisse ar xxuii diebus :- :- /// hatristimchel deacc trasindami deacc    'and eight lunar hours etc. And it runs up every constellation in two days and six hours and two thirds (of an hour). It is thirteen solar months in going round as far as the Moon goes around in its one month; For from that equality, nothing is lacking except two hours and two thirds (of an hour) on twenty-seven days'",BVi.02cd01.21,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd01.21.40,diebus,NOUN,,dies,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd01.21_6,dies,NOUN
,"BVi.02cd01.21: Et uiii horis lunaribus reliqua et rethid fri chachrind· binís diebus et seniís horís ocus bisse ittrí mís deacc soli octimchull. ǽrat tonimchéla luna inna óenmís ar nitesta dincotrummus sin· nisi dihuáir ocus bisse ar xxuii diebus :- :- /// hatristimchel deacc trasindami deacc    'and eight lunar hours etc. And it runs up every constellation in two days and six hours and two thirds (of an hour). It is thirteen solar months in going round as far as the Moon goes around in its one month; For from that equality, nothing is lacking except two hours and two thirds (of an hour) on twenty-seven days'",BVi.02cd01.21,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd01.21.40,diebus,NOUN,,dies,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd01.21_14,dies,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.0,Luna,NOUN,nom.sg.,luna,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_1,luna,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.01,tridecima,NUM,,tredecim,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_2,tridecimus,ADJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.03,reliqua,DET,nom.pl.neut.,reliquus,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_3,reliquus,ADJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.10b,hore,,nom.pl.,hora,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_4,hos,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.40,dies,NOUN,,dies,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_5,dies,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.52,horis,,dat.pl.,hora,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_6,horus,ADJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.53,in,ADP,,in,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_7,in,ADP
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.54,anno,NOUN,abl.sg.,annus,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_8,annus,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.55,et,CCONJ,,et,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_9,et,CCONJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.55,et,CCONJ,,et,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_10,et,CCONJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.57,et,CCONJ,,et,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_9,et,CCONJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.57,et,CCONJ,,et,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_10,et,CCONJ
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.59,horae,,nom.pl.,hora,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_11,hora,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.64,lunae,NOUN,gen.sg.,luna,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_12,luna,NOUN
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.65,contra,ADP,,contra,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_13,contra,ADP
,"BVi.02cd02.23: Luna tridecima reliqua .i.ind dala ocus inna .iiii. hore dochaithi fri arrachtin gréne iarthimchul ndí indrindi dogres it hé immefolngat escidi ocus dano fris inda mí deacc escaidi ocus dano fridamí deac grene: xxui dies dí cocenn damí deacc din diblaib ocus iiii horis inanno et laithe et uiii horae testat de combath cholon rith lunae contra zodiacum :- issed immefolngi    'Month thirteen etc., i.e. the two days and the four hours that it always spends to overtake the sun after its circuit of the Zodiac, those are what constitute its thirteenth circuit over the twelve lunar months, and moreover against the twelve lunar months and also against twelve solar months. Twenty-six days, therefore, to the end of the twelve (lunar) months, it is this that consists of the two days and four hours in the year; and a day and eight hours are lacking from it, so that the moon's run against the Zodiac may be complete.'",BVi.02cd02.23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02cd02.23.66,zodiacum,NOUN,acc.sg.,zodiacus,la,gl. Show Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_47,BVi,BVi.02cd02.23_14,zodia,NOUN
,BVi.02d01: quintas    'fifth',BVi.02d01,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d01.0,quintas,NOUN,acc.pl.fem.,quinta,la,gl. quintanas,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_48a,BVi,BVi.02d01_1,quintas,NOUN
,Ang.54b14e: .i. romulus    'i.e. Romulus',Ang.54b14e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54b14e.1,romulus,PROPN,nom.sg.masc.,romulus,la,gl. sed secutus numa lShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_57a,Ang,Ang.54b14e_1,romulus,NOUN
,"BVi.02d11: romulus inregn um    'Romulus, in the kingdom'",BVi.02d11,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d11.0,romulus,PROPN,nom.sg.masc.,romulus,la,gl. sed secutus numa lShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_57a,BVi,BVi.02d11_1,romulus,NOUN
,"BVi.02d11: romulus inregn um    'Romulus, in the kingdom'",BVi.02d11,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d11.1,in,ADP,,in,la,gl. sed secutus numa lShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_57a,BVi,BVi.02d11_2,in,ADP
,"BVi.02d11: romulus inregn um    'Romulus, in the kingdom'",BVi.02d11,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d11.2,regnum,NOUN,acc.sg.neut.,regnum,la,gl. sed secutus numa lShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_57a,BVi,BVi.02d11_3,regnum,NOUN
,BVi.02d15b: .i. mensibus    'i.e. months',BVi.02d15b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d15b.1,mensibus,NOUN,abl.pl.masc.,mensis,la,gl. singulis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_61a,BVi,BVi.02d15b_1,mensus,NOUN
,Ang.54b17b: abstractos    'abstract',Ang.54b17b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54b17b.0,abstractos,VERB,acc.pl.masc.participle.,abstraho,la,gl. sexShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_61b,Ang,Ang.54b17b_1,abstraho,VERB
,BCr.29d36c: abstractos    'abstract',BCr.29d36c,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d36c.0,abstractos,VERB,acc.pl.masc.participle.,abstraho,la,gl. sexShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_61b,BCr,BCr.29d36c_1,abstraho,VERB
,BVi.02d15a: abstractos    'abstract',BVi.02d15a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d15a.0,abstractos,VERB,acc.pl.masc.participle.,abstraho,la,gl. sexShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_61b,BVi,BVi.02d15a_1,abstraho,VERB
,BVi.02d16: dies    'day',BVi.02d16,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d16.0,dies,NOUN,nom.sg.masc.,dies,la,gl. singulos,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_62a,BVi,BVi.02d16_1,dies,NOUN
,BVi.02d22: .i. orco    'underworld',BVi.02d22,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d22.1,orco,NOUN,nom.sg.masc.,orco,la,gl. plautoni,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_322_68a,BVi,BVi.02d22_1,orco,NOUN
,Ang.54b23c: .i. sacrificia    'sacrifices',Ang.54b23c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54b23c.1,sacrificia,NOUN,nom.pl.neut.,sacrificium,la,gl. iustaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_69a,Ang,Ang.54b23c_1,sacrificium,NOUN
,BCr.29d48a: .i.sacrificia    'sacrifices',BCr.29d48a,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d48a.1,sacrificia,NOUN,nom.pl.neut.,sacrificium,la,gl. iustaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_69a,BCr,BCr.29d48a_1,sacrificium,NOUN
,BVi.02d25: sacrificia    'sacrifices',BVi.02d25,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02d25.0,sacrificia,NOUN,nom.pl.neut.,sacrificium,la,gl. iustaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_69a,BVi,BVi.02d25_1,sacrificium,NOUN
,Sg.66.01: i. sacrificia.    'sacrifices',Sg.66.01,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.66.01.1,sacrificia,NOUN,nom.pl.neut.,sacrificium,la,gl. iustaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_69a,Sg,Sg.66.01_1,sacrificium,NOUN
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.0,idest,,,.i.,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_1,idest,CCONJ
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.02,non,NOUN,,non,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_2,non,PART
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.03,februaris,NOUN,nom.sg.masc.,februarius,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_3,februaris,ADJ
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.04,ιπα,,,,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_4,ιπo,VERB
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.05,παμti,,,,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_5,πo,VERB
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.06,graece,ADV,,graece,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_6,graece,PROPN
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.07,hic,DET,nom.sg.masc.,hic,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_7,hic,DET
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.09,est,VERB,3sg.pres.ind.act.,sum,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_1,sum,AUX
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.10,obi,VERB,2sg.impv.,obeo,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_2,obi,PART
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.11,ad,ADP,,ad,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_3,ad,ADP
,BCr.29d50: id est .iiii. non. februaris ιπα παμti. graece hic??? est obiad eo die as sumpsit se meo? christumin templo    '',BCr.29d50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29d50.12,eo,PRON,abl.sg.masc.,is,la,gl. sanctae mariae plebs uniuersaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_323_72a,BCr,BCr.29d50_4,is,PRON
